2018,수입,66
2022,투자,142
2015,투자,146
2014,투자,78
2015,수출,138
2022,정부구입,127
2019,소비,82
2014,투자,149
2021,수출,70
2014,수입,129
2019,투자,52
2021,수출,124
2014,정부구입,67
2018,수입,89
2023,정부구입,178
2020,투자,157
2020,수입,194
2018,정부구입,120
2014,정부구입,55
2017,소비,157
2018,소비,62
2016,수출,94
2022,투자,83
2015,투자,69
2023,투자,187
2020,수입,55
2022,투자,56
2016,수입,94
2016,수출,74
2018,투자,141
2015,투자,140
2016,수입,157
2016,수입,130
2020,투자,74
2023,수입,125
2021,소비,180
2018,소비,148
2021,정부구입,59
2020,투자,68
2018,투자,70
2021,정부구입,108
2019,정부구입,72
2017,투자,67
2017,정부구입,52
2020,정부구입,180
2017,수출,179
2016,소비,51
2014,수입,140
2016,소비,159
2014,수입,163
2018,소비,56
2015,소비,112
2016,수출,195
2021,정부구입,92
2017,소비,100
2023,투자,108
2022,정부구입,101
2018,정부구입,110
2019,투자,133
2019,정부구입,165
2017,정부구입,52
2020,정부구입,88
2018,수출,95
2022,수입,169
2015,수입,149
2014,정부구입,141
2015,정부구입,113
2023,정부구입,179
2014,투자,162
2017,수출,135
2018,수입,60
2019,수입,160
2014,수입,101
2020,수출,86
2017,수입,119
2018,수입,71
2023,수출,175
2016,정부구입,57
2023,수입,74
2020,소비,126
2020,수출,100
2014,소비,193
2018,소비,164
2020,수입,97
2023,소비,163
2023,투자,120
2020,소비,124
2017,수입,121
2022,수출,105
2021,수출,190
2015,수입,112
2017,소비,166
2017,수입,176
2017,수입,109
2015,정부구입,65
2017,정부구입,170
2021,수출,90
2015,수입,70
2019,투자,84
2017,수출,127
2023,수입,113
2019,소비,80
2021,수입,144
2023,정부구입,144
2019,수출,117
2023,정부구입,125
2022,투자,134
2014,정부구입,155
2021,수출,79
2014,소비,188
2019,수입,117
2016,수출,52
2020,소비,121
2015,정부구입,174
2018,수출,185
2017,정부구입,147
2017,수입,194
2018,수입,199
2022,정부구입,195
2019,소비,66
2020,정부구입,51
2020,수출,139
2017,소비,119
2015,수출,112
2015,수출,181
2023,정부구입,83
2016,수입,130
2023,수출,72
2019,수입,111
2019,수입,172
2022,수출,164
2019,수출,69
2021,소비,130
2023,수출,180
2023,투자,156
2014,소비,194
2018,소비,84
2016,수입,117
2018,수출,185
2023,수출,63
2018,투자,140
2022,투자,116
2018,수입,159
2015,소비,121
2020,정부구입,197
2018,투자,89
2020,투자,181
2021,정부구입,122
2022,수출,61
2019,수출,76
2021,정부구입,138
2021,정부구입,77
2016,소비,150
2023,투자,88
2015,수출,55
2015,투자,112
2023,투자,136
2017,투자,117
2023,수출,128
2018,정부구입,154
2023,수입,134
2018,수출,102
2016,수입,200
2022,수입,115
2017,소비,50
2022,소비,115
2023,투자,195
2022,수입,84
2018,수출,135
2017,투자,169
2019,수출,75
2023,정부구입,153
2015,수입,109
2017,수출,73
2018,소비,76
2014,수입,122
2014,소비,95
2018,수출,160
2015,소비,193
2020,소비,132
2014,투자,152
2019,수출,149
2019,투자,181
2017,수출,71
2016,수출,66
2016,소비,110
2022,정부구입,100
2018,정부구입,173
2014,수입,166
2022,소비,113
2022,수출,103
2018,소비,50
2018,정부구입,112
2017,투자,54
2019,수출,186
2017,수출,92
2017,투자,87
2023,수입,144
2021,투자,160
2021,소비,165
2021,수입,146
2018,투자,177
2018,정부구입,87
2020,소비,185
2020,수출,109
2021,투자,160
2019,투자,155
2018,수출,175
2021,투자,91
2017,투자,150
2019,투자,85
2014,수출,158
2021,투자,162
2018,수출,122
2019,수입,180
2022,수출,101
2021,정부구입,62
2019,수입,182
2018,수출,147
2021,수입,191
2022,수입,95
2015,정부구입,52
2022,투자,196
2017,수출,187
2021,투자,119
2014,수입,83
2016,투자,102
2020,수입,89
2017,수출,154
2014,투자,200
2015,수입,137
2015,정부구입,100
2023,투자,105
2022,소비,70
2014,소비,149
2023,정부구입,180
2014,정부구입,120
2016,정부구입,181
2018,수출,61
2021,투자,95
2023,소비,94
2022,투자,182
2021,수입,190
2019,정부구입,65
2017,투자,59
2023,소비,121
2018,수입,127
2021,소비,108
2017,수입,199
2023,소비,107
2021,수출,174
2021,수입,193
2023,수출,97
2018,정부구입,200
2016,소비,170
2018,수출,170
2017,투자,184
2018,수출,159
2020,수입,84
2023,정부구입,186
2018,정부구입,198
2023,정부구입,155
2017,수출,64
2019,정부구입,180
2014,정부구입,156
2023,투자,81
2015,투자,113
2016,소비,132
2018,수입,118
2018,정부구입,140
2018,수입,123
2014,수출,158
2019,수출,53
2015,수입,52
2015,정부구입,186
2017,수출,191
2021,수출,169
2014,수입,103
2021,수출,131
2023,소비,140
2015,소비,61
2014,투자,60
2020,투자,144
2016,투자,187
2018,정부구입,186
2016,수입,90
2020,소비,176
2020,소비,64
2015,수출,117
2019,소비,78
2020,소비,199
2015,수출,189
2021,수입,143
2017,수출,190
2015,수입,135
2014,소비,105
2014,투자,163
2016,수출,71
2020,정부구입,117
2023,투자,95
2020,수입,53
2015,정부구입,182
2020,수출,138
2022,수입,89
2022,투자,107
2022,정부구입,152
2018,수입,101
2019,소비,92
2014,소비,85
2019,소비,59
2016,수입,71
2014,수출,50
2022,정부구입,200
2018,정부구입,85
2019,투자,68
2018,소비,74
2019,정부구입,60
2016,소비,127
2015,투자,72
2022,수출,73
2016,수입,145
2023,소비,147
2020,수입,118
2016,수입,100
2023,정부구입,87
2021,투자,136
2023,정부구입,93
2020,수입,66
2016,소비,70
2023,소비,134
2022,소비,115
2018,수입,160
2022,정부구입,124
2016,수입,103
2016,정부구입,106
2023,소비,198
2014,수입,170
2018,수입,153
2017,수입,188
2020,수출,53
2023,수입,119
2022,소비,126
2023,수출,99
2020,정부구입,147
2018,정부구입,118
2018,정부구입,177
2015,정부구입,171
2023,소비,197
2016,소비,76
2023,정부구입,59
2015,수입,151
2014,정부구입,162
2016,수출,115
2019,정부구입,75
2015,수출,50
2023,수입,143
2014,수출,75
2023,정부구입,177
2016,수입,169
2021,정부구입,129
2020,수입,66
2020,정부구입,190
2014,수입,188
2021,정부구입,184
2016,투자,126
2018,투자,189
2018,소비,63
2021,소비,91
2014,소비,74
2014,수입,152
2018,투자,126
2018,수출,179
2021,소비,53
2020,수출,170
2014,수출,81
2021,소비,193
2019,소비,182
2017,투자,92
2020,소비,129
2020,투자,100
2021,수출,162
2023,투자,70
2021,정부구입,115
2018,정부구입,74
2016,수입,121
2019,정부구입,103
2017,정부구입,145
2019,소비,199
2021,수출,130
2018,수출,106
2016,정부구입,120
2021,정부구입,82
2019,투자,134
2023,투자,169
2019,투자,194
2023,투자,107
2019,수입,94
2016,정부구입,152
2023,투자,180
2019,수출,63
2015,수입,137
2022,정부구입,67
2020,정부구입,176
2021,소비,61
2017,정부구입,57
2015,정부구입,93
2019,투자,55
2017,소비,110
2020,소비,158
2021,투자,102
2015,수입,103
2023,수입,157
2018,소비,76
2015,투자,199
2015,수입,132
2022,소비,96
2022,수입,188
2019,수입,171
2021,정부구입,119
2021,소비,121
2017,정부구입,83
2021,정부구입,76
2015,수출,136
2023,수입,184
2018,투자,66
2020,투자,167
2016,수입,199
2017,수출,161
2016,수출,136
2015,투자,168
2018,정부구입,194
2019,정부구입,146
2022,정부구입,85
2019,투자,125
2019,소비,53
2021,수입,157
2019,투자,53
2022,투자,119
2017,소비,67
2023,수출,165
2017,정부구입,163
2015,수입,114
2020,정부구입,192
2019,투자,114
2019,소비,86
2021,투자,159
2022,수출,58
2017,정부구입,199
2016,수출,78
2015,투자,67
2016,소비,110
2014,투자,76
2023,수출,57
2018,투자,91
2016,정부구입,99
2014,수출,179
2017,수출,179
2020,수입,61
2016,수입,193
2020,정부구입,76
2023,수출,192
2014,수출,83
2016,수출,92
2014,정부구입,101
2014,수입,97
2022,투자,101
2020,수입,105
2017,소비,97
2014,소비,152
2015,수입,196
2023,수입,186
2023,정부구입,116
2020,수입,163
2021,소비,154
2021,정부구입,62
2019,수출,148
2023,정부구입,200
2021,소비,100
2018,수출,64
2021,투자,140
2019,투자,169
2022,수입,71
2018,수입,185
2022,수입,146
2020,정부구입,184
2022,정부구입,153
2015,수출,129
2022,정부구입,131
2015,정부구입,190
2015,정부구입,89
2015,정부구입,164
2018,소비,73
2014,투자,130
2022,수출,102
2017,정부구입,127
2022,정부구입,192
2021,정부구입,79
2022,수출,153
2023,투자,100
2017,수입,103
2019,수입,136
2015,소비,64
2022,정부구입,61
2014,투자,184
2018,투자,83
2014,소비,192
2014,수입,124
2019,소비,135
2017,투자,50
2019,정부구입,165
2019,수출,90
2018,정부구입,164
2022,투자,62
2020,수입,62
2019,수입,131
2017,정부구입,144
2017,수출,192
2017,수입,77
2014,투자,164
2022,수출,64
2022,수출,120
2015,수출,65
2019,정부구입,130
2020,수입,128
2022,수출,68
2014,투자,61
2017,수출,164
2017,수출,140
2023,정부구입,132
2016,정부구입,157
2017,소비,192
2019,투자,104
2023,정부구입,118
2015,정부구입,165
2015,투자,101
2016,소비,54
2016,수입,72
2017,수입,146
2018,수출,83
2018,수입,132
2016,소비,117
2018,수입,83
2023,소비,103
2019,소비,184
2018,정부구입,123
2023,정부구입,144
2019,정부구입,151
2021,정부구입,102
2021,소비,79
2022,투자,60
2015,정부구입,82
2020,수출,126
2014,투자,102
2015,정부구입,172
2019,수출,185
2021,정부구입,74
2016,소비,184
2020,정부구입,52
2022,수입,186
2022,정부구입,88
2019,정부구입,143
2023,정부구입,188
2014,투자,129
2017,수입,145
2018,소비,123
2022,소비,115
2020,수입,124
2014,정부구입,73
2018,소비,168
2015,정부구입,97
2022,투자,189
2022,투자,103
2017,수출,75
2016,수입,189
2015,수입,195
2023,정부구입,62
2018,정부구입,132
2021,수출,172
2017,수입,111
2014,수출,169
2018,수출,159
2021,정부구입,118
2019,소비,150
2020,수출,129
2017,수출,125
2021,소비,140
2014,수입,159
2020,소비,182
2017,소비,118
2023,수출,146
2018,투자,144
2020,투자,169
2018,투자,149
2017,수입,104
2019,소비,120
2016,수출,176
2023,투자,130
2015,소비,84
2022,수출,63
2014,정부구입,127
2019,투자,127
2015,투자,70
2023,정부구입,137
2015,수입,171
2022,수입,86
2016,소비,200
2016,소비,144
2021,투자,143
2015,수입,163
2017,정부구입,117
2017,수입,64
2018,수입,162
2018,소비,193
2016,투자,65
2021,투자,78
2016,투자,95
2016,소비,144
2021,수입,91
2020,수입,193
2021,정부구입,134
2018,투자,186
2015,투자,188
2021,정부구입,101
2019,소비,97
2022,수출,115
2021,투자,113
2015,투자,112
2019,수출,89
2021,수출,100
2022,정부구입,144
2017,수출,102
2016,수입,183
2021,소비,189
2016,수출,91
2014,수입,188
2023,소비,176
2018,소비,128
2020,정부구입,176
2017,수입,59
2021,소비,68
2020,수입,72
2019,수출,62
2016,수입,152
2017,수입,194
2023,수출,197
2014,정부구입,100
2014,수출,59
2022,수출,60
2017,수입,77
2021,수입,112
2021,수입,147
2023,투자,82
2017,정부구입,131
2022,정부구입,126
2015,수출,101
2018,투자,166
2016,수출,143
2019,정부구입,158
2015,수입,146
2023,정부구입,146
2018,투자,187
2019,수출,158
2021,투자,50
2014,수입,97
2020,소비,98
2016,수입,123
2022,소비,109
2016,정부구입,129
2014,수출,198
2019,수입,141
2017,정부구입,124
2016,수출,98
2022,수입,50
2017,정부구입,127
2021,소비,200
2023,소비,82
2015,수입,85
2020,수출,57
2017,정부구입,96
2017,수출,86
2023,정부구입,62
2021,수출,113
2019,정부구입,114
2023,수입,191
2022,수출,138
2014,소비,118
2022,수입,190
2022,소비,127
2019,정부구입,126
2020,소비,159
2018,투자,189
2015,소비,159
2023,소비,183
2016,수입,172
2017,정부구입,77
2016,투자,191
2021,소비,199
2020,정부구입,187
2019,투자,86
2017,소비,114
2018,수입,192
2021,수출,87
2020,수입,190
2015,수출,153
2022,소비,122
2023,수출,165
2018,정부구입,132
2022,수입,177
2023,정부구입,191
2016,수입,110
2014,투자,98
2023,수출,70
2015,수출,136
2019,투자,113
2023,수출,52
2015,투자,166
2015,정부구입,54
2018,투자,167
2020,정부구입,90
2021,정부구입,154
2019,정부구입,65
2016,수출,181
2014,수입,69
2014,수입,182
2021,수출,71
2016,투자,114
2023,정부구입,89
2018,정부구입,172
2014,정부구입,123
2020,수입,180
2015,수출,186
2023,투자,109
2019,정부구입,92
2014,수입,111
2014,수입,173
2018,수출,181
2014,정부구입,71
2016,정부구입,126
2022,수입,166
2022,수출,94
2014,정부구입,134
2023,정부구입,180
2015,수입,140
2014,소비,153
2021,투자,112
2016,정부구입,191
2020,정부구입,58
2017,정부구입,71
2023,수출,145
2016,정부구입,187
2017,소비,188
2023,소비,127
2021,정부구입,105
2015,소비,199
2017,수출,107
2021,수입,168
2021,소비,199
2023,수입,156
2014,정부구입,50
2021,소비,175
2015,소비,92
2019,투자,98
2017,소비,60
2017,수출,181
2019,수입,83
2015,수입,191
2019,수출,115
2021,수출,186
2014,수출,97
2019,수입,196
2023,소비,118
2016,수입,74
2019,수출,171
2014,정부구입,130
2019,소비,176
2017,소비,141
2014,수입,147
2020,정부구입,171
2014,투자,67
2023,소비,74
2016,투자,70
2021,투자,101
2019,정부구입,71
2023,투자,191
2019,소비,187
2017,수입,82
2017,투자,65
2017,소비,159
2014,투자,71
2023,정부구입,143
2014,수출,139
2018,정부구입,171
2015,소비,103
2023,수출,177
2017,수출,177
2023,정부구입,161
2019,소비,69
2021,소비,117
2019,소비,155
2018,투자,119
2017,소비,146
2016,투자,165
2020,투자,163
2014,정부구입,72
2023,투자,192
2017,소비,162
2019,정부구입,168
2016,소비,178
2014,정부구입,110
2023,수입,148
2021,수출,75
2021,정부구입,100
2023,정부구입,50
2022,정부구입,179
2021,정부구입,141
2018,소비,99
2018,소비,99
2021,수출,155
2020,수출,153
2017,투자,80
2023,수입,50
2018,수입,131
2016,투자,191
2014,수입,64
2023,수입,89
2016,수출,199
2019,소비,170
2021,정부구입,173
2020,수출,96
2020,수입,148
2023,투자,184
2021,소비,137
2016,소비,133
2020,투자,108
2014,정부구입,113
2023,소비,187
2017,수출,176
2014,소비,168
2018,수입,146
2016,소비,74
2020,정부구입,173
2019,투자,151
2018,정부구입,64
2014,정부구입,176
2021,투자,196
2018,수입,178
2021,정부구입,146
2021,소비,185
2022,수출,147
2019,투자,112
2016,소비,120
2019,투자,62
2016,소비,188
2015,수입,109
2017,투자,185
2016,소비,57
2022,수입,162
2021,수출,145
2020,수출,193
2022,투자,99
2020,수입,142
2017,수출,126
2016,정부구입,97
2019,정부구입,189
2022,수입,165
2018,수출,198
2023,투자,135
2021,소비,69
2017,수출,158
2021,투자,151
2022,수출,112
2020,소비,96
2022,수입,181
2017,수입,77
2022,정부구입,145
2014,수입,61
2015,수입,184
2020,투자,152
2022,소비,51
2019,정부구입,178
2018,투자,52
2015,수입,106
2020,투자,115
2017,수입,176
2018,수출,111
2018,수출,79
2022,정부구입,130
2019,투자,133
2017,소비,161
2022,정부구입,141
2016,수입,59
2017,수입,189
2019,수출,74
2015,소비,181
2023,투자,86
2023,수입,60
2014,정부구입,171
2019,수입,102
2016,투자,193
2022,투자,86
2022,수입,187
2015,수입,65
2018,소비,114
2022,소비,99
2021,투자,127
2020,소비,172
2016,수출,132
2016,소비,199
2021,정부구입,176
2023,정부구입,59
2017,수입,84
2023,소비,55
2016,소비,114
2014,정부구입,151
2017,정부구입,73
2018,수입,87
2018,수입,130
2018,수입,144
2018,수입,153
2017,소비,146
2021,수출,97
2022,수입,182
2015,정부구입,64
2014,투자,162
2022,수입,145
2017,소비,123
2016,수출,194
2014,수출,104
2020,정부구입,189
2017,수출,98
2017,소비,100
2017,소비,166
2015,소비,175
2017,수입,124
2015,수입,178
2014,정부구입,128
2019,정부구입,88
2015,정부구입,105
2015,소비,116
2014,수출,82
2020,투자,189
2019,정부구입,142
2015,수출,102
2023,정부구입,143
2020,수출,176
2015,수입,193
2023,소비,169
2020,투자,156
2020,수출,111
2019,소비,187
2014,정부구입,181
2018,정부구입,102
2016,투자,171
2019,수출,106
2018,정부구입,111
2014,수입,164
2018,소비,172
2020,수출,187
2014,수출,68
2018,소비,54
2023,정부구입,129
2019,소비,143
2022,투자,152
2015,정부구입,78
2017,수출,108
2015,정부구입,116
2021,정부구입,159
2015,정부구입,200
2016,수출,157
2017,수출,103
2014,수입,57
2020,수출,97
2020,투자,125
2019,정부구입,54
2021,수입,134
2017,수출,96
2022,소비,164
2014,정부구입,197
2022,수출,114
2015,소비,192
2017,소비,121
2017,수출,173
2017,투자,64
2016,정부구입,60
2022,투자,161
2020,수출,193
2017,정부구입,56
2023,수출,155
2015,수출,177
2014,수출,90
2016,수입,94
2017,투자,98
2016,소비,80
2017,정부구입,82
2014,수입,161
2015,정부구입,117
2019,수출,175
2019,투자,155
2016,수입,117
2021,수입,58
2023,정부구입,50
2019,투자,191
2022,소비,70
2019,정부구입,68
2020,투자,80
2023,수입,60
2021,투자,58
2021,투자,140
2023,정부구입,127
2020,수입,158
2020,수입,198
2022,투자,80
2018,소비,63
2016,수출,163
2021,수입,117
2021,수입,96
2015,소비,71
2017,수입,192
2021,수입,76
2017,수출,166
2016,수출,114
2019,수입,52
2015,소비,110
2020,소비,145
2020,수출,102
2015,수출,96
2017,수출,151
2023,소비,173
2017,수입,126
2023,소비,162
2018,정부구입,88
2014,정부구입,185
2022,투자,175
2017,수입,200
2014,수출,114
2015,수출,171
2019,투자,180
2017,수출,57
2018,투자,134
2019,수입,87
2023,투자,135
2023,정부구입,191
2022,투자,120
2015,정부구입,74
2015,소비,110
2022,정부구입,75
2020,소비,57
2018,정부구입,147
2017,정부구입,178
2019,소비,200
2019,수출,90
2023,수출,132
2019,정부구입,70
2015,투자,172
2019,수입,56
2017,소비,171
2015,투자,177
2015,수입,177
2018,소비,170
2016,소비,174
2022,수입,151
2023,투자,184
2019,수출,189
2017,투자,154
2019,수입,158
2021,수출,122
2019,소비,59
2022,수입,95
2014,투자,173
2017,정부구입,138
2019,투자,137
2020,투자,122
2014,수출,56
2015,소비,169
2017,투자,197
2014,정부구입,174
2015,수입,111
2016,수입,57
2023,소비,120
2017,정부구입,59
2022,수출,73
2023,투자,168
2021,수입,110
2018,수입,162
2019,수입,75
2023,정부구입,133
2014,소비,195
2021,투자,147
2022,수출,158
2019,수입,98
2017,소비,69
2014,수출,56
2022,투자,104
2015,정부구입,196
2016,투자,96
2021,소비,128
2023,소비,111
2021,투자,116
2023,투자,83
2018,투자,106
2019,투자,106
2020,투자,177
2018,수출,157
2017,소비,71
2014,수출,195
2015,정부구입,137
2019,수출,124
2016,수출,168
2021,수입,162
2014,투자,143
2023,소비,134
2017,정부구입,135
2019,정부구입,104
2022,수입,99
2020,소비,124
2019,수출,173
2017,수입,190
2019,투자,144
2015,투자,130
2021,수출,176
2023,수입,75
2022,투자,75
2018,소비,120
2023,투자,125
2016,수출,193
2022,수출,109
2020,소비,143
2020,수입,81
2016,수입,157
2015,투자,134
2020,수출,191
2015,투자,173
2021,소비,160
2014,수입,134
2014,정부구입,95
2017,수입,139
2020,정부구입,76
2016,투자,79
2019,소비,129
2019,수출,146
2019,정부구입,120
2019,소비,115
2020,수입,87
2015,수출,161
2016,소비,71
2020,투자,161
2022,정부구입,169
2016,수출,198
2020,수입,177
2017,투자,110
2023,투자,143
2015,소비,191
2015,투자,157
2019,투자,193
2019,정부구입,118
2016,수출,59
2019,수입,176
2023,투자,157
2018,투자,88
2022,수출,188
2020,수입,176
2015,투자,122
2019,수입,133
2021,정부구입,174
2021,소비,174
2019,소비,114
2022,수출,126
2021,정부구입,166
2016,소비,114
2023,소비,161
2023,정부구입,126
2022,정부구입,121
2020,투자,118
2018,소비,182
2014,투자,88
2016,투자,164
2018,정부구입,154
2018,소비,74
2022,정부구입,89
2023,수입,63
2016,투자,74
2018,수출,177
2018,수출,115
2017,소비,59
2018,수출,62
2019,소비,162
2015,소비,67
2019,정부구입,64
2018,투자,113
2019,수입,73
2014,정부구입,152
2016,투자,70
2022,수입,156
2020,투자,99
2021,소비,126
2014,투자,123
2020,수출,89
2022,소비,178
2014,수출,82
2018,수출,66
2018,투자,161
2014,수입,141
2019,투자,114
2019,투자,113
2016,정부구입,110
2019,소비,57
2022,정부구입,58
2021,소비,84
2014,수입,73
2018,수입,79
2023,수입,173
2016,소비,86
2023,투자,139
2016,정부구입,96
2018,투자,95
2023,투자,62
2015,수입,118
2015,정부구입,164
2019,수출,77
2023,수입,115
2020,수출,147
2022,정부구입,173
2016,정부구입,115
2020,수입,199
2017,소비,158
2018,수출,61
2017,수입,139
2016,투자,168
2019,수입,106
2015,소비,190
2019,투자,198
2018,소비,78
2017,수입,154
2016,소비,94
2015,소비,84
2014,정부구입,140
2017,수출,101
2017,수출,105
2017,정부구입,116
2020,수입,66
2023,소비,196
2018,정부구입,129
2022,수출,116
2023,투자,98
2023,수출,169
2015,정부구입,200
2020,수출,107
2019,수출,136
2020,정부구입,149
2019,수입,138
2016,투자,197
2020,소비,63
2020,소비,187
2015,투자,191
2023,소비,116
2015,투자,65
2023,정부구입,88
2021,소비,165
2020,수출,104
2020,정부구입,99
2017,정부구입,188
2019,수출,125
2022,투자,69
2021,소비,187
2018,소비,195
2016,수입,50
2016,정부구입,161
2020,수출,88
2023,수입,92
2017,소비,168
2020,소비,167
2016,수입,107
2021,소비,159
2018,소비,181
2022,투자,152
2016,투자,164
2017,수출,95
2016,소비,122
2022,수입,101
2015,투자,85
2019,수출,80
2014,소비,94
2019,투자,75
2016,투자,163
2017,수입,132
2021,정부구입,85
2022,소비,136
2021,투자,191
2018,수출,132
2021,수입,87
2018,정부구입,142
2021,수출,97
2020,투자,144
2017,투자,183
2017,소비,79
2018,수출,167
2016,소비,66
2018,투자,75
2022,소비,159
2016,소비,87
2015,투자,68
2016,소비,56
2020,투자,150
2019,투자,66
2020,투자,72
2021,수출,51
2023,수입,98
2021,소비,132
2021,소비,108
2022,수입,62
2018,정부구입,115
2019,소비,96
2014,정부구입,100
2019,투자,113
2021,투자,116
2017,수입,78
2019,소비,154
2015,소비,184
2023,수출,89
2015,수입,71
2018,정부구입,177
2022,정부구입,134
2019,투자,70
2020,소비,120
2020,수출,114
2022,투자,111
2020,수입,71
2023,수출,111
2019,투자,148
2015,수출,69
2014,소비,154
2016,수출,100
2018,정부구입,175
2023,수출,94
2022,정부구입,121
2019,투자,140
2014,소비,95
2015,정부구입,145
2023,소비,95
2022,수출,90
